,category,company,employment_type,job_description,job_requirement,job_skills,job_title,job_uuid,location,salary_max,salary_min,seniority
161,Engineering ...,NANYANG TECHNOLOGICAL UNIVERSITY,Contract ,"Two research associate positions are available at Temasek Laboratories@NTU, Nanyang Technological University, in the areas of cyber security, software analysis, and machine learning.  The positions involve conducting research on the topic of security of the control systems of autonomous vehicles, designing and developing novel and efficient approaches to detecting abnormal behaviours, including bugs, malware, and vulnerability, in the control systems, as well as the mitigation strategies. Applicants should have relevant background and excellent research experience in the areas of security, software, computer science, machine learning, and related areas. Applicants should have excellent programming skills and be able to conduct original research independently or cooperating with others.","A master degree or higher in computer science, software engineering, engineering, , or related discipline is mandatory.Expertise and research experience in software programming, software testing, and cyber security.Able to conduct research and write report independently and within teams.Excellent communication and writing skills, hard-working.High quality research work and experience in autonomous driving is a plus","Research, Data Analysis, Matlab, Molecular Biology, Statistics, Science, LaTeX, Algorithms, Cell Culture, Biotechnology, Biochemistry, C++, Machine Learning, Lifesciences, Teaching, Project Management, Microsoft Office, PCR, Python, Programming",Research Associate,70fb6ce925597075270cc59f82aa645c,West,4000.0,3000.0,Professional ...
162,Information Technology,MOOVITA PTE. LTD.,Full Time,"Meet the team in MooVita to develop the next generation technologies that change theriding experience of an autonomous vehicle. Here in MooVita, you’ll join the big family toexplore and build the product for a better experience and you’ll be joining the team thathandcrafts various parts of the product which including the website, system design,behaviour and machine learning, perceptions, hardware and backend system to deliver thebest riding experience. You’ll have the chance to understand the end to end developmentprocess of the autonomous vehicle. We are rapidly expanding our amazing and passionatetechnology team and looking for engineers who bring fresh ideas from all areas and able towork in a fast-paced environment.","Responsibilities:- Build new and key features for the MooVita web platform by working closely withthe design and development teams- Analyse and optimize performance and reliability of the web platform-Develop applications in languages including Javascript, CSS, HTML and WebGL-Design, prototype, implement, unit test and troubleshoot features according toproduct specifications-Work with tech leads and architects in order to maintain high quality code andarchitecture consistency-Work with Experience Designer to provide solutions to market requirements that areboth innovative and implementableQualifications:-3+ years industry experience-Commanding grasp of Javascript, CSS, HTML and WebGL-Experience with modern JavaScript libraries and tooling-Proven ability to ship beautiful, stable and high-performance desktop and mobileweb applications from start to finish-Strong Computer Science backgroundBonus-Self-motivated, possessing initiative to get things done with minimal supervision andalways up-to-date to the latest technologies-Experience with React, Angular is a plus-Experience with Python, PhP and database languages (SQL, MySQL or any) is a plus-Experience with Agile/Scrum development","JavaScript, MySQL, jQuery, CSS, HTML, Web Applications, PHP, Web Development, SQL, AJAX, XML, Java, Software Development, C#, Agile Methodologies, HTML 5, Microsoft SQL Server, ASP.NET, Linux, Web Services",Web Application Developer,752ba1a9ff9e283f013a43e4789c1006,South,6000.0,3500.0,Executive ...
163,"Advertising ,Media ",Company Undisclosed,Full Time,"We are considering candidates for both junior and experienced positions.Who we areThe Data Science team based in Singapore has the charter to understand user behavior and accelerate user growth for our platform, especially in international markets.We work on a mix of longer term analysis (such as how can we be smarter about how we send emails and notifications to our users; or how can we measure the impact of various user acquisition efforts) and shorter term tactical work (such as opportunity sizing for certain campaigns). The common thread between all the analysis we do is to seek to have a better understanding of how our users are engaging with our products.What you’ll doYour work with our large amounts of structured and unstructured data to understand how our users are using the product, and communicate these insights with stakeholders (product managers, executives, business decision makers etc).For more experienced hires, you will own important project areas from start to finish. That work includes defining an important roadmap of data science work and executing it. You are highly technical and hands on but you wear a product manager hat easily to make your projects successful.Who you areYou care about people:You have fundamental respect for all peopleYou are in awe of the ability to understand and help 100s of millions of peopleYou are great at:Extracting and transforming data from systems like Hadoop and SQL, using tools such as Pig, Scalding, Hive, PrestoExploring and visualizing data to drive insightsApplying machine learning techniques for a variety of modeling and relevance problems involving users, their relationships, their social media posts and their interests.Designing and implementing metrics that help teams focus on what to optimize forUnderstanding A/B testing and are able to statistically interpret experimental resultsWorking with Product Managers, engineers and designers to understand where data can be helpfulTransforming complicated problems into simpler, tractable onesCommunicating with technical and non-technical stakeholders","Requirements:Bachelor’s, Master’s or PhD degree in Computer Science, Statistics, Math, Engineering, or other quantitative disciplineSome experience with one or more object oriented languages like Java, Scala, C++Some experience with scripting languages like Python or Ruby etc.Some experience with statistical programming environments like R or MatlabBonus points:Experience with machine learningExperience with large datasets and Map Reduce architectures like Hadoop and open source data mining and machine learning projects","Troubleshooting, Networking, Cisco Technologies, Network Security, Security, Switches, Data Center, Firewalls, Active Directory, Disaster Recovery, Servers, Routers, Network Administration, Windows Server, Network Engineering, VPN, WAN, TCP/IP, Integration, Telecommunications","Data Scientist, APAC (Singapore)",97481b7ac07fbbaa909a4244bd4c4cf7,Central,12000.0,8000.0,Executive
164,"Advertising ,Media ",Company Undisclosed,Full Time,"We are considering candidates for both junior and experienced positions.Who we areThe Data Science team based in Singapore has the charter to understand user behavior and accelerate user growth for our platform, especially in international markets.We work on a mix of longer term analysis (such as how can we be smarter about how we send emails and notifications to our users; or how can we measure the impact of various user acquisition efforts) and shorter term tactical work (such as opportunity sizing for certain campaigns). The common thread between all the analysis we do is to seek to have a better understanding of how our users are engaging with our products.What you’ll doYour work with our large amounts of structured and unstructured data to understand how our users are using the product, and communicate these insights with stakeholders (product managers, executives, business decision makers etc).For more experienced hires, you will own important project areas from start to finish. That work includes defining an important roadmap of data science work and executing it. You are highly technical and hands on but you wear a product manager hat easily to make your projects successful.Who you areYou care about people:You have fundamental respect for all peopleYou are in awe of the ability to understand and help 100s of millions of peopleYou are great at:Extracting and transforming data from systems like Hadoop and SQL, using tools such as Pig, Scalding, Hive, PrestoExploring and visualizing data to drive insightsApplying machine learning techniques for a variety of modeling and relevance problems involving users, their relationships, their social media posts and their interests.Designing and implementing metrics that help teams focus on what to optimize forUnderstanding A/B testing and are able to statistically interpret experimental resultsWorking with Product Managers, engineers and designers to understand where data can be helpfulTransforming complicated problems into simpler, tractable onesCommunicating with technical and non-technical stakeholders","Requirements:Bachelor’s, Master’s or PhD degree in Computer Science, Statistics, Math, Engineering, or other quantitative disciplineSome experience with one or more object oriented languages like Java, Scala, C++Some experience with scripting languages like Python or Ruby etc.Some experience with statistical programming environments like R or MatlabBonus points:Experience with machine learningExperience with large datasets and Map Reduce architectures like Hadoop and open source data mining and machine learning projects","Troubleshooting, Networking, Cisco Technologies, Network Security, Security, Switches, Data Center, Firewalls, Active Directory, Disaster Recovery, Servers, Routers, Network Administration, Windows Server, Network Engineering, VPN, WAN, TCP/IP, Integration, Telecommunications","Data Scientist, APAC (Singapore)",5af3ef0e5836a454fb887bf23f39bd19,Central,8000.0,4000.0,Executive
165,Banking and Finance,DBS BANK LTD.,Permanent ,"Job PurposeBuild and improve machine learning and analytics platform. Work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.ResponsibilitiesBuild and improve machine learning and analytics platform.Apply cutting edge technologies and tool chain in big data and machine learning to build machine learning and analytics platform.Keep innovating and optimizing the machine learning workflow, from data exploration, model experimentation/prototyping to production.Provide engineering solution and framework to support machine learning and data-driven business activities at large scale.Perform R&D on new technologies and solutions to improve accessibility, scalability, efficiency and us abilities of machine learning and analytics platform.Work with data scientists to build end-to-end machine learning and analytics solution to solve business challenges.Turn advanced machine learning models created by data scientists into end-to-end production grade system.Build analytics platform components to support data collection, exploratory, and integration from various sources being data API, RDBMS, or big data platform.Optimize efficiency of machine learning algorithm by applying state-of-the-art technologies, i.e. distributed computing, concurrent programming, or GPU parallel computing.Establish, apply and maintain best practices and principles of machine learning engineering.Study and evaluate the state of the art technologies, tools, and frameworks of machine learning engineering.Contribute in creation of blueprint and reference architecture for various machine learning use cases.Support the organization in transformation towards a data driven business culture.Work RelationshipsInternalWork closely with data scientists, business team, and project managers to provide machine learning and data-driven business solution.Collaborate with other technology teams to build platform and framework to enable machine learning and data analytics activities at large scaleExternalMaintain engineering principles and best practices of machine learning framework and technologies.","PhD/Masters/Bachelors in Computer Science, Computer Engineering, Statistics, Applied Mathematics, or related disciplines.Excellent understanding of software engineering principles and design patterns.Excellent programming skills in either Python, Scala, or Java.In-depth understanding of data science and machine learning technologies and methodologies.Good working knowledge of high performance computing, parallel data processing, and big data stack, e.g. Spark and Hadoop/Yarn.Experience to one or more commercial / open source data warehouses or data analytics systems, e.g. Teradata, is a big plus.Experience to one or more NoSQL databases is a big plus.Hands-on experience in Cloud platforms, e.g. AWS, or containerization/ virtualization platforms, e.g. Docker/Kubernetes, is a big plus.Experience to any data science or machine learning platform, e.g. IBM Data Science Experience or Cloudera Data Science Workbench, is a big plus.Exposure to mainframe system is a plus.Passion about machine learning and data-driven intelligence system.Excellent communication and presentation skills in English.Team player, self-starter, ability to work on multiple projects in parallel is necessary.2+ years of experience in machine learning system or data science research5+ years of experience in software engineering or DevOps automation or data engineeringExperience working in multi-cultural environments","Management, Banking, Risk Management, Leadership, Portfolio Management, Project Management, Strategy, Strategic Planning, Business Analysis, Business Development, Finance, Financial Analysis, Credit, Investment Banking, Investments, Capital Markets, Loans, Program Management, Equities, Vendor Management","AVP / Snr Assoc, Machine Learning Engineer, Group Consumer Banking & Big Data Analytics Tech(180003YE)",b3fa00eab03bc7ee01a600fd70041e2d,East,11000.0,5500.0,Manager ...
166,Information Technology,ST ENGINEERING LAND SYSTEMS LTD.,Full Time,"Develop and implement machine learning algorithms to solve problems related to autonomous drivingIntegrate, test, verify the algorithms in real vehiclesCollect and pre-process dataPlan and conduct field testsPrepare design documents","Masters/Degree in Computer Science, Engineering or related disciplinesGood C++ and Python programming skillsFamiliarity with deep learning framework such as Tensorflow, Caffe, Theano, etc.Experienced in GPU programming such as CUDA or OpenCL is preferredKnowledge of Linux, and development on Linux systems preferred","Java, Software Development, JavaScript, Agile Methodologies, XML, Linux, C++, Software Engineering, SQL, Web Services, MySQL, C#, C, Scrum, jQuery, Python, Web Applications, Microsoft SQL Server, Unix, Distributed Systems",Senior Software Engineer (Machine Learning),b5e81fc95fa326b9fdf134a1f0472a9d,West,6300.0,4200.0,Senior Executive
167,Banking and Finance,DBS BANK LTD.,Permanent ,"Job PurposeThe Lead Data Scientist manages a team of data scientists within Consumer Banking Group Technology, Big Data & Analytics Technology division to drive value for the business by leveraging machine learning.He/ She will have opportunities to work on various projects that provide data-driven insights that enable enhanced capabilities in the areas of business growth, risk management, productivity etc.Also, he/she will be responsible to lead a team of ML engineers that will work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.ResponsibilitiesLead, guide, and manage the team of data scientistsOverall accountable for the team’s delivery of data science projects that drive value for businessEstablish, apply and maintain best practices and principles of machine learning engineering.Manage and guide a team of ML engineers that work with data scientists to build end-to-end machine learning and analytics solution to solve business challengesManage and guide a team of experienced data scientists to drive projects and be accountable for the output of the teamPartner with business stakeholders to understand needs and identify opportunities to apply data scienceFrame this opportunity as a data science problem, formulating hypotheses and techniques for experimentationOversee the process of data exploration & preparation, the conduct of experiments, review of model performance, and presentation of results to business stakeholders for their feedbackLead the presentation of key insights to management with actionable recommendationsManage the team to facilitate deployment of finalised solutions to production environmentOversee the ongoing monitoring of model performance, and the process of model retraining if necessary","At least 5 years of industry experience in data sciencePhD or advanced degree holder in computer science, machine learning, statistics, decision science, mathematics or equivalentPrior experience managing teams of PhD-level data scientists preferredExcellent advanced analytics skills, with prior industry experience developing machine learning solutions for classification, prediction, forecasting and/or anomaly detection problemsExcellent understanding of software engineering principles and design patterns.Excellent programming skills in either Python, Scala, or Java.In-depth understanding of data science and machine learning technologies and methodologies.Good working knowledge of high performance computing, parallel data processing, and big data stack, e.g. Spark and Hadoop/Yarn.Highly proficient in data manipulationStrong expertise in at least one of the following areas (or equivalent): deep learning, NLP, graph mining, anomaly detection, large-scale recommender engines, large-scale optimizations, large-scale multivariate time-series forecasting, causal and statistical reasoningAbility to present analysis in a manner accessible by non-practitionersGood verbal and written communication skills and the ability to interact professionally with business executivesHas a ‘can-do’ attitudePrior experience in banks not required but may be considered","Management, Leadership, Strategy, Strategic Planning, Business Development, Business Strategy, Risk Management, Start-ups, Banking, New Business Development, Marketing, Portfolio Management, Program Management, Sales, Marketing Strategy, Mergers & Acquisitions, Team Building, Investments, Strategic Partnerships, Product Management","SVP / VP, Lead Data Scientist, Group Consumer Banking and Big Data Analytics Tech (180003Y7)",56e1b5a797bd3b8d72bc3dbf5a7c78b7,East,18000.0,9500.0,Senior Management
168,Others,TITANSOFT PTE. LTD.,Permanent,"Our research team at Titansoft focuses on Human Behaviour Imitation, Artificial Intelligence, and Probability Theory including, but not limited to, feedback control, algorithms, automatic processing, and machine learning models with the overall goal of building an automation system.We are looking for a Research Engineer who shares a deep passion for machine learning programming and embrace the idea of teamwork. If you feel strongly about AI areas, then we definitely want to speak with you.","QualificationsMinimum Degree in Computer Science, Math, Physics, Engineering, Statistics or other technical fields.ExperiencesPrior experience or course work in analytics and data mining, with focus on segmentation strategies and predictive models.Extensive programming experience with either Python, R, C# or other programming languages.Knowledge and experience in at least one of three of the following: Keras, Tensorflow and Pytorch.Demonstrated history of building prototypes for an AI project.Experience with AI / Machine Learning product or KaggleExperience with multi-threaded design and parallel / distributed computingWorking knowledge of C# and SQLSkillsSystematic problem-solving approach, coupled with strong communication skills.Have strong algorithms/data structure knowledgeAbility to understand complex systemsStrong business sense and logical skills to balance data-driven decisions with intuition desire and capacity to learn, develop and lead the team.","Algorithms, Machine Learning, Matlab, R&D, Python, Simulations, C++, Data Mining, Product Development, Engineering, Java, Software Engineering, Computer Science, Pattern Recognition, C, Artificial Intelligence, Signal Processing, Distributed Systems, Research, Software Development",Senior Research Engineer,a1283e9a0361d1b066e33a16aa5e5731,Central,8500.0,4000.0,Executive
169,Engineering ...,REDMART LIMITED,Permanent ,"About RedMartRedMart is Singapore's largest online grocery marketplace. We are a part of Alibaba-backed Lazada, Southeast Asia’s leading online shopping and selling platform. Our online marketplace offers over 100,000 grocery and household essentials items with the convenience of home delivery 7 days a week. Our mission is to save people time and money for the important things in life.We are a fast growing, tech-powered company with an awesome culture (see our culture deck). We have great tech teams in Singapore and Bangalore. We work on a wide range of areas: consumer-facing mobile and web applications, search, recommendations, e-commerce, marketing automation, CRM, marketplace seller platform, supply chain automation, warehouse fulfilment and automation, transportation logistics and last mile delivery. If you are interested in being part of the team that is transforming the grocery business, helping people save time and money daily, solving interesting challenges, and working with smart and passionate people, we want to hear from you.Role PurposeAt RedMart we use technology to delight our customers; we innovate to make our customers’ lives better.As Engineering Manager - Transport you will be responsible for leading a software team building transport intelligence systems at RedMart. This team is responsible for optimising delivery efficiency while maintaining a high rate of on-time delivery and offering a variety of delivery options to our customers. The team will be based in Singapore.As an Engineering Manager you will:• Lead a team of software engineers and data scientists that has full ownership of key parts of RedMart’s Last Mile Delivery platforms, such as routing and location intelligence.• Conceptualize and implement transportation and telematics products, apps, algorithms and data analytics to provide a fast, reliable, convenient delivery experience at financially sustainable costs.• Set the technical architecture for the team and take an active role in defining the product roadmap.• Be responsible for driving impact by delivering on key initiatives as well as technical and business KPIs. You’ll be expected to make a significant impact on these through great technical judgment, business process understanding, close relationships with other technical leaders and your business counterparts, focused execution and frequent delivery.• Attract, develop and retain the best software engineers and data scientists. Help them innovate, make an impact, continually improve at their job and grow in their careers.• Champion engineering and operational excellence. Lead your team to design, implement, test and run in production robust, highly available automated routing solutions that our 24/7 store and operations can rely on.• Lead and contribute to cross-functional initiatives to improve engineering at RedMart.• Collaborate with other engineering leaders, product managers, and business counterparts to deliver company-wide initiatives.• Foster a culture of continuous improvement through mentoring, feedback, and metrics.What do we look for in a candidate?• Customer focus. Everything we do starts with our customers external and internal.• Impact. We are results oriented. We value people who focus on the right things and get them done.• Perseverance. Building a great company that customers love is hard work. Many challenges await and we are looking for team members we can count on when things get tough.• Ownership. We are looking for team members who are not only owners of their work but regard themselves as owners of the company as well. They are flexible in what they do and constantly seek out ways to have a greater impact on customers and our company.• Breadth and depth of technology experience and strong technical and product judgment.• Track record of building and leading great development teams through hiring and coaching.• Track record of successfully delivering multi-stakeholder projects that marry technology, people, and processes.• Machine Learning and Domain knowledge. Experience with building software for logistics, transportation or running Machine Learning and optimization systems in production is a must.• Excellent verbal and written communication skills.","We develop on a modern technology stack that focuses on enabling engineers to be productive and impactful. Engineers work in teams to determine their own release schedules; teams develop, release and operate their software independently. We are strong believers in automation: we use automation for continuous integration, testing, and delivery. Although we use Amazon Web Services, we use open source software where possible. We continuously add to and update our technology stack.• Microservices written in Java or Scala using Play Framework or Akka, and occasionally Python and NodeJS.• AngularJs for web apps.• Native apps use Objective C/Swift (iOS) and Java/Kotlin (Android), Fastlane, Calabash, Cocoapods/Gradle, JUnit, and occasionally hybrid React Native.• MongoDB, Cassandra, Hazelcast for storage.• RabbitMQ for messaging.• AWS infrastructure, with HAProxy, Nginx, Redis. Chef deployments.• GitHub, Travis CI and Trello, Slack for development tools.• Testing with JUnit, ScalaTest, FrisbyJS, Calabash and Selenium.• Kinesys, Spark and AWS Redshift for our data infrastructure.","Engineering, Project Management, Testing, Matlab, Linux, Manufacturing, Microsoft Office, Management, Product Development, C++, Java, Integration, Project Planning, Software Development, C, Telecommunications, AutoCAD, Python, Program Management, Project Engineering",Engineering Manager - Transport,96d99dff99a97f6860afd64297b4222f,West,12000.0,8000.0,Manager
170,Information Technology,IBM SINGAPORE PTE LTD,Permanent,"Job DescriptionWe are in a data science renaissance. Companies that embrace data science will lead and those who do not will fall behind. To help IBM's clients lead, we are building an elite team of data science practitioners to help them learn how to succeed with data science. The team will include data engineers, machine learning engineers, operations research / optimization engineers and data journalists.You will engage directly in solving real-world data science problems in a wide array of industries around the globe with IBM clients and internally to IBM. The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing, oil & gas and automotive industries, to name a few.You’ll spend time on the following:You will design and develop processes and systems to consolidate and analyze unstructured, diverse data sources to generate actionable insightsYou will work with the IBM Client and IBM cross industry teams to identify questions and issues for data analysis and experimentationYou will use machine learning to build models that can address a few areas such as user segmentation, churn, affinity, and conversion rates among othersYou will develop and code software programs, algorithms, and automated processes to cleanse, integrate, and evaluate large datasets from multiple disparate sourcesIdentify meaningful insights from large data and metadata sources; interpret and communicate insights and findings from analysis and experiments to clients/IBM teams","RequiredA Degree in a quantitative field (Statistics, Mathematics, Operations Research, Economics) or a degree in Computer Science3-5 years of experience in working with data sets to build statistical modelsExcellent understanding of machine learning techniques and algorithms such as (Logistic Regression, Decision Trees, Random Forrest, Support Vector Machines, Clustering)Experience with common data science languages and libraries such as R, Python (NumPy, Pandas, Scikit), Weka, MatLab, etc.Skills in applied statistics skills, such as distributions, statistical testing etc.Expertise on machine learning methodology (data preparation, feature engineering, error metrics, model selection and validation)Proficiency in using query languages such as SQL and/or HiveQLGreat communication skillsGood to haveExperience with NoSQL databases such as MongoDB, Cassandra, HBaseExperience with distributed computing tools like the Hadoop stack, Spark, Pig, Hive etc.Software development skills in one or more high level languages (C#/C/C++/Java/.Net), one or more scripting languages (Perl/Shell)Experience with AWS or AzureDeep Learning frameworks (TensorFlow, Caffe, CNTK, Torch etc.)","Analytics, Data Analysis, Analysis, Statistical Modeling, Web Analytics, Predictive Analytics, Predictive Modeling, Data Mining, Strategy, Segmentation, SAS, Customer Insight, Online Advertising, Business Analytics, Digital Marketing, E-commerce, Google Analytics, Omniture, Business Intelligence, Digital Strategy",Data Scientist,a11e4f6568de6d8482b5567b702c2e1d,Central,11000.0,7000.0,Professional
171,Others,TITANSOFT PTE. LTD.,Permanent,"Our research team at Titansoft focuses on Human Behaviour Imitation, Artificial Intelligence, and Probability Theory including, but not limited to, feedback control, algorithms, automatic processing, and machine learning models with the overall goal of building an automation system.We are looking for a Research Engineer who shares a deep passion for machine learning programming and embrace the idea of teamwork. If you feel strongly about AI areas, then we definitely want to speak with you.","Minimum Degree in Computer Science, Math, Physics, Engineering, Statistics or other technical fields.Knowledge and experience in at least one of these: Keras, Tensorflow or Pytorch.Strong knowledge and experience in Python.Strong knowledge of algorithm design.To succeed in this role, it will be good to have:Experience with an Artificial Intelligence or Machine Learning product or Kaggle.Knowledge in SQL or other programming languages.Contributions to open source projects.Familiarity with multi-threaded design and parallel or distributed computing.Working knowledge on C#.","Matlab, Algorithms, C++, Machine Learning, C, Python, Java, Simulations, Linux, Software Engineering, Programming, R&D, Computer Science, LaTeX, Engineering, Image Processing, Signal Processing, Software Development, Data Mining, Research",Research Engineer,174e98d336cb874a37e98912f4aa9365,Central,8000.0,4000.0,Executive
172,Professional Services,TITANSOFT PTE. LTD.,Permanent,"Our research team at Titansoft focuses on Human Behaviour Imitation, Artificial Intelligence, and Probability Theory including, but not limited to, feedback control, algorithms, automatic processing, and machine learning models with the overall goal of building an automation system.We are looking for data engineer chops to not only build data pipelines to efficiently and reliably move data across systems, but to also build an internal service to the whole company. If you feel strongly about data areas, then we definitely want to speak with you.","Minimum Degree in Computer Science, Electronics or Electrical Engineering, Information Technology or other technical fields.Able to implement and maintain custom or structured ETL design.Have knowledge and experience with SQL databases.Working experience in at least one programming language such as Python, Java or C#.Excellent communication skills as you will be working closely with Product Development engineers in order to coordinate development of data pipelines, and new features that can be built upon the results of data analysis.To succeed in this role, it will be good to have:Experience with an Artificial Intelligence or Machine Learning product.Knowledge in cloud computing servies (such as GCP, AWS and Azure).Understanding of Hadoop/hive, BigQuery, Redshift, Presto or other data warehouse technologies.Familiarity with multi-threaded design and parallel or distributed computing.","Market Research, Quantitative Research, Management, Marketing Strategy, Analytics, Customer Insight, Marketing Research, Qualitative Research, Marketing, Project Management, Research, Segmentation, Business Development, Strategy, Analysis, Business Strategy, Data Analysis, Team Management, CRM, Digital Marketing",Data Engineer,b271f270a3c7bfd565fa899a5863f035,Central,8000.0,4000.0,Executive
173,Professional Services,TITANSOFT PTE. LTD.,Permanent,"We are looking for data engineers who are passionate about all things data! Our research team at Titansoft focuses on Human Behaviour Imitation, Artificial Intelligence, and Probability Theory, including, and definitely not limited to, feedback control algorithms, automatic processing, and machine learning models with the overall goal of building an automation system.Being part of our data research team will give your opportunities to not only build data pipelines that will efficiently and reliably move data across systems, but also to build an internal service to the whole company. If you love optimizing data and you feel strongly about improving data architecture, then we are definitely keen to speak with you to journey with us on this rewarding experience.","BA / BS in Computer Science, Electronics or Electrical Engineering, Information Technology or other technical fields.Able to implement and maintain custom or structured ETL design.Have knowledge and experience with SQL databases.Experience with Unix / Linux operating systems internal and administration (e.g. file systems, inodes, system calls) or networking (e.g. TCP/IP, routing, network topologies and hardware, SDN)To succeed in this role, it will be good to have:Expertise in designing and analyzing large-scale distributed systems (e.g. Hadoop, Kafka, Hive)Systematic problem-solving approach and strong communication skills.Ability to debug and optimize code and automate routine tasks.","Market Research, Customer Insight, Segmentation, Marketing Research, Consumer Behaviour, Analytics, Quantitative Research, Brand Equity, Competitive Intelligence, Qualitative Research, Market Analysis, Analysis, Marketing Strategy, Strategy, Advertising Research, Competitive Analysis, Market Intelligence, Primary Research, CRM, Focus Groups",Senior Data Engineer,454b7a6d1354ee1bbc272c1e74e3545a,Central,8000.0,4000.0,Executive
174,Consulting  ...,TRUSTSPHERE PTE. LTD.,Full Time,"A. Contribution to the implementation of new products and services for TrustSphere Pte. Ltd. involving but not limited to:creating proprietary algorithms to measure different organisational behaviourtesting these algorithms using advanced analytics techniques for significancecollaborating with the engineering team to conduct feasibility studies of implementing these algorithmsengaging in the implementation processwriting content on new products for marketingspeaking engagements and attendance at conferences to generate interest in the data science work being conductedB. Participation in delivery of client projects including but not limited to:Involvement is analysis sessions with clients to generate unique insights into their organisationSelecting features, building and optimizing classifiers using machine learning techniquesData mining using state-of-the-art methodsExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisHelp create custom built solutions for customer questions and requirements around the capabilities of ONADoing ad-hoc analysis and presenting results in a clear manner","Must be fluent in English, knowledge of other languages is an added advantageGood analytical, trouble shooting and problem-solving skillsEducation levels: minimum ""O"" level holder and/or an acceptable DiplomaA team player with pleasant and positive disposition, responsibility, and superb communication skills are beneficialMinimum one-year relevant working experience","SQL, Business Analysis, Databases, Java, Microsoft Office, Networking, Integration, JavaScript, Microsoft Excel, Microsoft SQL Server, Unix, Agile Methodologies, Business Strategy, Cloud Computing, Customer Service, Entrepreneurship, ERP, HTML, Management, MySQL",HR Data Scientist,93d9876e58bd762a2949d90294187b74,Central,3600.0,3300.0,Junior Executive
175,Information Technology,MANGOSTEEN BCC PTE. LTD.,Full Time,"BAMBU is a FinTech startup, who specializes in providing Robo-Advisory solutions for banks, insurance companies to non-financial industries like Telcos & Ecommerce. Leveraging on machine learning, we believe we can change the way people save, invest and manage their wealth. We have been rapidly expanding and in a short span of two years, have clinched 10 clients across ASEAN, EMEA, and US. We were chosen as the best startup for Fintech final 2017 as well as Fintech of the Year by The Asset Awards 2017.Here at BAMBU, we believe wealth management should be made easily accessible, through delivering great products that provide beautiful user journeys and experiences. We don’t just want to make it simpler, we want to redefine the entire way wealth services are delivered.As a Technical Writer, your role involves tasks such as writing conceptual overviews and procedures, reading and writing example code, or updating help center queries and FAQs. Technical Writers play a big part . They are a key link between Development Engineers, Product Managers, Marketing Associates, Developer Advocates, Test Engineers as well as Client Developers and usersAs a Technical Writer working on developer products, you might support developer platforms, including APIs , You might have a background as a developer, and write as a hobby; or perhaps you're an experienced communicator who loves digging deep into code. One thing is for certain - you are passionate about helping developers do amazing things.Responsibilities:Write technical documentation for internal or external developer audiences, such as APIreference docs and developer guides.Design and organize documentation sets for new APIs and developer products.Edit, clarify, and proofread documents written by others, and coach non-writers on ways toimprove their writing skills.Manage complex documentation projects.Supplement developer documentation with relevant sample code.","BA/BS degree or equivalent practical experience.2 years of relevant experience, such as technical writing, product documentation, or online publishing including experience with writing technical customer-facing materials.Experience with source code written in Java, C++, Python and/or JavaScript.4 years of relevant work experience, including experience researching and writing excellent documentation for developers (APIs, SDKs, web technologies).Proficiency with HTML and CSS; proficiency in a UNIX environment.Ability to manage multiple competing priorities in a fast-paced, constantly changing environment.","Technical Writing, Software Documentation, Technical Documentation, FrameMaker, Editing, Project Management, Technical Communication, Content Management, Online Help, Visio, Manuals, Microsoft Office, Adobe Acrobat, HTML, Training, RoboHelp, SharePoint, Requirements Analysis, XML, Process Improvement",Technical Writer,3fa98d42307cdee29faa3b43a22666fe,Central,6000.0,3500.0,Executive
